Symbol,Quantity,UL Last,Last,Bid,Ask,$ Total G/L,Total_GL_Decimal,Basis,Theta,Vega,Gamma,Delta,Rho,Time Val,Account,AssetType,Premium,Snapshot_TS,Underlying,OptionType,Strike,Expiration,Strategy,Type,TradeID,LegID,LegRole,LegIndex,Strike_Entry,Expiration_Entry,Underlying_Price_Entry,Structure,LegType,LegCount,Premium_Estimated,Structure_Valid,Validation_Errors,Needs_Structural_Fix,DTE,IV Mid,IV_Snapshot_Date,IV_Source,IV_Rank,IV_Rank_Source,IV_Rank_History_Days,Days_to_Earnings,Next_Earnings_Date,Earnings_Source,Capital_Deployed,Delta_Trade,Gamma_Trade,Theta_Trade,Vega_Trade,Premium_Trade,BreakEven_Lower,BreakEven_Upper,BreakEven_Type,Moneyness_Pct,Moneyness_Label,Unrealized_PnL,Days_In_Trade,ROI_Current,ROI,Theta_Efficiency,Assignment_Risk,Max_Profit_Potential,Max_Loss_Potential,Profit_Target_Pct,Loss_Distance_Pct,Unrealized_PnL_Trade,Days_In_Trade_Max,Capital_Deployed_Trade,ROI_Trade,PnL_From_Delta,PnL_From_Theta,PnL_From_Vega,PnL_From_Gamma,PnL_Unexplained,PnL_Attribution_Quality,PnL_From_Delta_Trade,PnL_From_Theta_Trade,PnL_From_Vega_Trade,PnL_From_Gamma_Trade,Is_Short_Position,Is_ITM,ITM_Amount,ITM_Pct,Assignment_Risk_Score,Assignment_Risk_Level,Pin_Risk,Early_Assignment_Risk,Days_To_Assignment,Asset_Type_Supported,IV_Cross_Leg_Skew,IV_Cross_Leg_Kurtosis,Distribution_Invalidated,Original_Leg_Count,Filtered_Leg_Count,PCS_GammaScore,PCS_VegaScore,PCS_ROIScore,ROI_Raw_Calc,ROI_For_Scoring,PCS,PCS_GroupAvg,PCS_Profile,PCS_Tier,Confidence_Tier,Unknown_Strategy,Low_Quality_Signal,Needs_Revalidation,PCS_Data_Quality,PCS_Coverage_Flags,PCS_Missing_Inputs,PCS_Input_Score,PCS_Baseline_Only,Current_PCS_v2,Current_PCS_IV_Score,Current_PCS_Liquidity_Score,Current_PCS_Greeks_Score,Current_PCS_Tier_v2,Current_PCS_Available_Weight,run_id,Schema_Hash,Market_Session,Is_Market_Open,Snapshot_DayType,First_Seen_Date,Delta_Entry,Gamma_Entry,Vega_Entry,Theta_Entry,Rho_Entry,IV_Entry,Entry_IV_Rank,Premium_Entry,Entry_Timestamp,Entry_Moneyness_Pct,Entry_DTE,Entry_PCS,Entry_PCS_GammaScore,Entry_PCS_VegaScore,Entry_PCS_ROIScore,Entry_PCS_Profile,Entry_PCS_Tier,Delta_Drift,Gamma_Drift,Vega_Drift,Theta_Drift,Rho_Drift,IV_Rank_Drift,PCS_Drift,Moneyness_Migration,DTE_Decay,Delta_Drift_Pct,Gamma_Drift_Pct,Vega_Drift_Pct,Drift_Severity,Drift_Flags,Chart_Regime,Signal_Type,EMA_Signal,Days_Since_Cross,Trend_Slope,Signal_Confidence,Chart_Updated,Recommendation,Urgency,Exit_Rationale,Expected_Outcome,Urgency_Score,Capital_Weight
UPST,24.901,,43.73,43.65,43.74,-1262.94,-0.537,2351.86,0.0,0.0,0.0,0.0,0.0,0.0,ROTH IRA *4854,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_4854,None_STOCK_Unknown_4854_L14,Stock_Long,14,,,,Single-leg,STOCK,14,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,36.0,2026-02-10,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-57474.74513,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-429649.90432000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
ONON,2.249,,46.48,46.25,46.66,2.92,0.0287,101.61,0.0,0.0,0.0,0.0,0.0,0.0,Individual - TOD *5376,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_5376,None_STOCK_Unknown_5376_L1,Stock_Long,1,,,,Single-leg,STOCK,8,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,-54.0,2025-11-12,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-123.98737000000001,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-228123552.98737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
AAPL,200.0,,271.86,272.01,272.05,-302.0,-0.005600000000000001,54674.0,0.0,0.0,0.0,0.0,0.0,0.0,Individual - TOD *5376,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_5376,None_STOCK_Unknown_5376_L2,Stock_Long,2,,,,Single-leg,STOCK,8,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,5,24.0,2026-01-29,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-10880428.0,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-228123552.98737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
CMG,100.0,,37.0,36.92,37.0,-2103.41,-0.3625,5803.41,0.0,0.0,0.0,0.0,0.0,0.0,Individual - TOD *5376,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_5376,None_STOCK_Unknown_5376_L3,Stock_Long,3,,,,Single-leg,STOCK,8,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,29.0,2026-02-03,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-576641.0,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-228123552.98737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
UUUU,3300.0,,14.54,14.35,14.47,-16719.6,-0.2585,64701.6,0.0,0.0,0.0,0.0,0.0,0.0,Individual - TOD *5376,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_5376,None_STOCK_Unknown_5376_L4,Stock_Long,4,,,,Single-leg,STOCK,8,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,-63.0,2025-11-03,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-213467298.0,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-228123552.98737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
INTC,100.0,,36.9,36.83,36.84,59.0,0.016200000000000003,3631.0,0.0,0.0,0.0,0.0,0.0,0.0,Individual - TOD *5376,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_5376,None_STOCK_Unknown_5376_L5,Stock_Long,5,,,,Single-leg,STOCK,8,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,5,24.0,2026-01-29,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-359410.0,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-228123552.98737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
PLTR,100.0,,177.75,177.75,177.78,-1403.99,-0.0733,19178.99,0.0,0.0,0.0,0.0,0.0,0.0,Individual - TOD *5376,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_5376,None_STOCK_Unknown_5376_L6,Stock_Long,6,,,,Single-leg,STOCK,8,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,5,28.0,2026-02-02,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-1900124.0000000002,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-228123552.98737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
PYPL,100.0,,58.38,58.37,58.4,-955.84,-0.1407,6793.84,0.0,0.0,0.0,0.0,0.0,0.0,Individual - TOD *5376,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_5376,None_STOCK_Unknown_5376_L7,Stock_Long,7,,,,Single-leg,STOCK,8,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,5,-69.0,2025-10-28,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-673546.0,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-228123552.98737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
SOFI,100.0,,26.18,26.13,26.14,-68.0,-0.0254,2686.0,0.0,0.0,0.0,0.0,0.0,0.0,Individual - TOD *5376,STOCK,,2026-01-04 19:24:55.653191,,,,,Unknown,Single-leg,None_STOCK_Unknown_5376,None_STOCK_Unknown_5376_L8,Stock_Long,8,,,,Single-leg,STOCK,8,False,False,Unknown_Strategy:Unknown,True,-999,0.0,,not_in_archive,,insufficient_data,0,25.0,2026-01-30,yfinance,0.0,0.0,0.0,0.0,0.0,0.0,,,Unknown,,,-265982.0,0,0.0,0.0,0.0,LOW,,-0.0,0.0,0.0,-228123552.98737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,,,,,,,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,,,5.0,0.0,,0.0,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-04 19:24:55.653191,,-999.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
SHOP260220C165,1.0,160.97,11.5,11.2,11.45,-481.66,-0.30079999999999996,1601.66,-0.124,0.2372,0.0128,0.5012,0.0949,11.0688,Individual - TOD *5376,OPTION,11.0688,2026-01-04 19:24:55.653191,SHOP,Call,165.0,2026-02-20,Straddle,Multi-leg,SHOP260220_Long_Straddle_5376,SHOP260220_Long_Straddle_5376_L1,Long_Call,1,165.0,2026-02-20,160.97,Multi-leg,LONG_CALL,2,False,True,,False,46,42.05,2025-12-29,archive,,insufficient_data,0,,,unknown,0.0,-0.0020999999999999908,0.0257,-0.2494,0.474,21.2209,143.7791,186.2209,Straddle/Strangle,-0.02442424242424243,ATM,43.12000000000005,0,0.0,0.0,0.0,LOW,,-2122.09,0.0,0.0,467.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,True,,,0.0,2.0,2.0,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,16.97688657608172,,5.0,7.73266493206129,C,0.45,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,0.5012,0.0128,0.2372,-0.124,0.0949,42.05,,-11.0688,2026-01-04 19:24:55.653191,-0.02442424242424243,46.0,20.55,19.2,25.0,5.0,NEUTRAL_VOL,Tier 4,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
SHOP260220P165,1.0,160.97,14.4,14.3,14.6,245.34,0.207,1184.66,-0.1254,0.2368,0.0129,-0.5033,-0.1057,10.1521,Individual - TOD *5376,OPTION,10.1521,2026-01-04 19:24:55.653191,SHOP,Put,165.0,2026-02-20,Straddle,Multi-leg,SHOP260220_Long_Straddle_5376,SHOP260220_Long_Straddle_5376_L2,Long_Put,2,165.0,2026-02-20,160.97,Multi-leg,LONG_PUT,2,False,True,,False,46,42.05,2025-12-29,archive,,insufficient_data,0,,,unknown,0.0,-0.0020999999999999908,0.0257,-0.2494,0.474,21.2209,143.7791,186.2209,Straddle/Strangle,-0.02442424242424243,ATM,424.78999999999996,0,0.0,0.0,0.0,LOW,,-2122.09,0.0,0.0,467.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,NONE,False,False,,True,,,0.0,2.0,2.0,,,,,,,,,,,,,,PARTIAL,59,"IV_Rank (null), Liquidity, IV Surface (null)",50,False,17.381374730351357,,5.0,8.036031047763517,C,0.45,2026-01-04_19-24-55-653,dd22f9458aba372b,Closed,False,Weekend,2026-01-04 19:24:55.653191,-0.5033,0.0129,0.2368,-0.1254,-0.1057,42.05,,-10.1521,2026-01-04 19:24:55.653191,-0.02442424242424243,46.0,20.5875,19.35,25.0,5.0,NEUTRAL_VOL,Tier 4,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,LOW,None,Unknown,Unknown,Unknown,,,0,2026-01-04 19:24:55.864972,HOLD,LOW,Monitoring for deterioration,monitor,1,
